firm,model,drive,frame_type,generation_number,year,restyling_number,mileage,transmission,engine_power,steering_wheel,fuel_type,volume,ownership_periods,price
Chevrolet,Niva,4WD,SUV,1,2007,0,155750,MT,80,left,GASOLINE,1700.0,0.0,140000
Mercedes-Benz,CLS-Class,4WD,SEDAN,0,2019,0,4088,AUTO,299,left,GASOLINE,2000.0,2.0,4990000
Mercedes-Benz,S-Class,FR,SEDAN,3,1997,0,360000,AT,320,left,GASOLINE,5000.0,7.0,555000
Ford,Fiesta,FF,HATCH_3DR,5,2008,1,150000,MT,150,left,GASOLINE,2000.0,5.0,520000
Volkswagen,Touareg,4WD,SUV,2,2015,1,189900,AT,204,left,DIESEL,3000.0,3.0,2450000
Vortex,Tingo,FF,SUV,1,2011,0,129000,MANUAL,132,left,GASOLINE,1800.0,2.0,275000
Kia,Ceed,FF,HATCH,2,2016,1,198808,MANUAL,130,left,GASOLINE,1600.0,1.0,819480
Chevrolet,Cruze,FF,SEDAN,1,2012,0,110000,MANUAL,109,left,GASOLINE,1600.0,5.0,490000
Jaguar,XF,FR,SEDAN,1,2011,1,107000,AT,275,left,DIESEL,3000.0,6.0,1330000
Ford,Focus,FF,HATCH,3,2017,1,109000,AT,150,left,GASOLINE,1500.0,2.0,947000
Ford,Focus,FF,HATCH,2,2011,1,193500,AT,100,left,GASOLINE,1600.0,4.0,489000
Mitsubishi,Pajero Sport,4WD,SUV,3,2017,0,95500,AT,181,left,DIESEL,2400.0,1.0,2499000
Nissan,X-Trail,4WD,SUV,3,2016,0,51600,AUTO,144,left,GASOLINE,2000.0,1.0,1459000
Mercedes-Benz,S-Class,4WD,SEDAN,5,2008,0,215000,AT,272,left,GASOLINE,3500.0,10.0,1050000
Toyota,Passo,FF,HATCH,3,2016,0,26800,CVT,69,right,GASOLINE,1000.0,0.0,669900
Kia,Optima,FF,SEDAN,4,2016,0,55000,AT,245,left,GASOLINE,2000.0,4.0,1430000
Opel,Astra,FF,SEDAN,4,2013,1,148000,MANUAL,115,left,GASOLINE,1600.0,2.0,555000
Land Rover,Discovery,4WD,SUV,4,2013,0,125000,AUTO,211,left,DIESEL,3000.0,2.0,1749900
Kia,Cerato,FF,SEDAN,3,2018,1,44127,AUTO,130,left,GASOLINE,1600.0,2.0,1006000
Volkswagen,Tiguan,4WD,SUV,1,2015,1,126656,AT,,,,,,1295000
Renault,Duster,4WD,SUV,1,2018,1,55531,MANUAL,143,left,GASOLINE,2000.0,2.0,739000
Suzuki,Jimny Sierra,4WD,SUV_3DR,3,2002,0,230000,AT,88,right,GASOLINE,1300.0,0.0,430000
Audi,Q7,4WD,SUV,2,2018,0,116000,AUTO,249,left,DIESEL,3000.0,1.0,4131000
BMW,X6,4WD,SUV,1,2010,0,177000,AT,306,left,GASOLINE,3000.0,7.0,1399000
Honda,Accord,FF,SEDAN,7,2007,1,258000,AT,190,left,GASOLINE,2400.0,4.0,650000
Skoda,Octavia,FF,LIFTBACK,3,2017,0,123000,MANUAL,150,left,GASOLINE,1400.0,2.0,995000
Chevrolet,Lanos,FF,SEDAN,1,2007,0,140000,MT,86,left,GASOLINE,1500.0,4.0,95000
Chery,Tiggo 7 Pro,FF,SUV,1,2020,0,0,CVT,147,left,GASOLINE,1500.0,0.0,1749900
Lexus,RX270,FF,SUV,3,2014,1,79000,AT,188,left,GASOLINE,2700.0,3.0,2190000
Kia,Sportage,4WD,SUV,4,2019,1,18242,AUTO,184,left,GASOLINE,2400.0,3.0,2024000
Smart,Fortwo,RR,HATCH_3DR,2,2015,2,113000,AUTO,71,left,GASOLINE,1000.0,3.0,590000
Chevrolet,Lacetti,FF,HATCH,0,2010,0,165000,MANUAL,94,left,GASOLINE,1399.0,2.0,319900
Nissan,Almera,FF,SEDAN,3,2014,0,133636,MANUAL,102,left,GASOLINE,1600.0,4.0,450000
Toyota,Camry,FF,SEDAN,8,2016,1,94800,AUTO,181,left,GASOLINE,2500.0,3.0,1341000
Nissan,Juke,FF,SUV,1,2012,0,98500,AUTO,117,left,GASOLINE,1600.0,2.0,700000
Nissan,Titan,4WD,PICKUP,1,2004,0,120000,AT,305,left,GASOLINE,5600.0,10.0,969000
Subaru,Forester,4WD,SUV,1,1997,0,320000,AUTO,165,left,GASOLINE,2500.0,10.0,260000
Toyota,Camry,FF,SEDAN,9,2018,0,91000,AT,181,left,GASOLINE,2500.0,3.0,2025000
Toyota,Highlander,4WD,SUV,2,2013,1,155000,AT,273,left,GASOLINE,3500.0,0.0,1300000
Honda,Civic,FF,SEDAN,8,2008,0,198043,MANUAL,140,left,GASOLINE,1800.0,9.0,505000
Nissan,X-Trail,4WD,SUV,1,2007,1,190000,MT,140,left,GASOLINE,2000.0,9.0,539000
SEAT,Altea,FF,MINIVAN,1,2010,1,150000,MANUAL,125,left,GASOLINE,1400.0,6.0,600000
Mercedes-Benz,M-Class,4WD,SUV,2,2007,0,250000,AUTO,277,left,GASOLINE,3500.0,2.0,650000
Vortex,Tingo,FF,SUV,0,2011,0,219494,MANUAL,132,left,GASOLINE,1900.0,2.0,220000
Lexus,RX270,FF,SUV,3,2013,1,260000,AUTO,188,left,GASOLINE,2700.0,3.0,1559000
Lexus,LS600hL,4WD,SEDAN,4,2008,0,168000,CVT,394,left,GASOLINE,5000.0,7.0,1350000
Audi,Q5,4WD,SUV,1,2012,1,101000,AT,225,left,GASOLINE,2000.0,1.0,1630000
Land Rover,Range Rover,4WD,SUV,4,2013,0,99009,AT,339,left,DIESEL,4400.0,7.0,3600000
BMW,5-Series,FR,SEDAN,6,2011,0,121000,AT,204,left,GASOLINE,2500.0,4.0,1400000
Toyota,Corolla,FF,SEDAN,0,2003,0,182000,AUTO,88,right,GASOLINE,1298.0,0.0,279900
Mercedes-Benz,W123,RR,SEDAN,1,1981,0,300000,MANUAL,136,left,GASOLINE,2300.0,0.0,250000
Cadillac,SRX,4WD,SUV,2,2010,0,250000,AUTO,265,left,GASOLINE,3000.0,3.0,1000000
Cadillac,SRX,4WD,SUV,2,2010,0,235000,AUTO,265,left,GASOLINE,3000.0,3.0,1000000
Suzuki,SX4,FF,SEDAN,1,2010,0,125000,MT,112,left,GASOLINE,1600.0,1.0,459000
Mercedes-Benz,C-Class,FR,SEDAN,1,1994,0,112000,AT,122,left,GASOLINE,1800.0,5.0,500000
Honda,Odyssey,FF,MINIVAN,2,2001,1,205000,AUTO,150,right,GASOLINE,2300.0,0.0,400000
Ford,Mondeo,FF,SEDAN,4,2010,0,117000,MANUAL,145,left,GASOLINE,2000.0,2.0,589900
Jeep,Grand Cherokee,4WD,SUV,2,2000,0,430000,AT,235,left,GASOLINE,4700.0,9.0,420000
Renault,Megane,FF,SEDAN,2,2006,1,135101,MT,113,left,GASOLINE,1600.0,6.0,315000
Citroen,Berlingo,FF,MINIVAN,1,2011,1,101189,MT,75,left,GASOLINE,1400.0,4.0,380000
BMW,7-Series,4WD,SEDAN,5,2013,1,210000,AT,320,left,GASOLINE,3000.0,2.0,1450000
Ford,Focus,FF,SEDAN,0,2005,0,206000,MANUAL,100,left,GASOLINE,1600.0,9.0,224900
Chevrolet,Nexia,FF,SEDAN,1,2020,0,0,MT,106,left,GASOLINE,1500.0,0.0,749900
BMW,5-Series,4WD,SEDAN,5,2008,1,192000,AT,218,left,GASOLINE,3000.0,13.0,800000
Mercedes-Benz,E-Class,4WD,SEDAN,4,2011,0,135545,AUTO,272,left,GASOLINE,3500.0,3.0,1250000
Nissan,Tiida,FF,HATCH,2,2015,0,93500,MANUAL,117,left,GASOLINE,1600.0,1.0,829000
Kia,Stinger,FR,LIFTBACK,1,2018,0,95000,AT,197,left,GASOLINE,2000.0,0.0,1850000
Hyundai,Solaris,FF,SEDAN,1,2016,1,86301,MANUAL,123,left,GASOLINE,1600.0,3.0,699000
Mitsubishi,Outlander,4WD,SUV,2,2012,1,191000,AUTO,170,left,GASOLINE,2400.0,3.0,960000
Volkswagen,Passat,FF,SEDAN,5,2002,1,142000,MANUAL,150,left,GASOLINE,1800.0,4.0,275000
Subaru,Outback,4WD,WAGON,5,2016,0,96000,CVT,175,left,GASOLINE,2500.0,2.0,1950000
Land Rover,Range Rover,4WD,SUV,3,2012,2,193000,AT,313,left,DIESEL,4400.0,2.0,1900000
Volkswagen,Transporter,FF,MINIVAN,5,2013,1,333000,MANUAL,140,left,DIESEL,2000.0,2.0,970000
Toyota,Corolla,FF,SEDAN,10,2010,0,99617,MANUAL,124,left,GASOLINE,1600.0,5.0,539000
Toyota,Corolla,FF,SEDAN,11,2016,1,128000,CVT,122,left,GASOLINE,1600.0,2.0,1450000
Porsche,Cayenne,4WD,SUV,2,2013,0,135000,AT,300,left,GASOLINE,3600.0,5.0,2150000
Toyota,Land Cruiser,4WD,SUV,10,2003,1,360000,AT,235,left,GASOLINE,4700.0,6.0,1019000
Suzuki,SX4,FF,SUV,2,2021,1,0,MT,117,left,GASOLINE,1600.0,0.0,1897954
Mercedes-Benz,E-Class,RR,WAGON,1,1995,1,368000,AUTO,150,left,GASOLINE,2200.0,5.0,290000
Honda,CR-V,4WD,SUV,4,2013,0,226000,AUTO,150,left,GASOLINE,2000.0,1.0,1329000
BMW,5-Series,RR,SEDAN,4,2001,1,0,MANUAL,192,left,GASOLINE,2500.0,8.0,400000
Nissan,Teana,4WD,SEDAN,2,2013,1,124500,CVT,167,left,GASOLINE,2500.0,5.0,865000
Volkswagen,Transporter,FF,MINIVAN,5,2008,0,364000,MANUAL,84,left,DIESEL,2000.0,7.0,545000
Skoda,Octavia,FF,LIFTBACK,1,2008,1,0,MANUAL,75,left,GASOLINE,1400.0,2.0,244000
Ford,Focus,FF,SEDAN,2,2007,0,137000,MANUAL,145,left,GASOLINE,2000.0,4.0,335000
Nissan,Serena,FF,MINIVAN,3,2010,1,155000,AUTO,137,right,GASOLINE,2000.0,0.0,910000
Audi,Q7,4WD,SUV,2,2016,0,90000,AT,249,left,DIESEL,3000.0,3.0,3299000
Land Rover,Discovery,4WD,SUV,0,2004,0,282000,MANUAL,138,left,DIESEL,2500.0,3.0,735000
Honda,Civic,FF,SEDAN,8,2008,0,189000,AUTO,95,left,GASOLINE,1300.0,4.0,409900
BMW,X6,4WD,SUV,1,2009,0,130000,AT,407,left,GASOLINE,4400.0,4.0,1100000
Lexus,RX270,FF,SUV,3,2011,0,166000,AT,188,left,GASOLINE,2700.0,3.0,1649000
BMW,X6,4WD,SUV,1,2009,0,292000,AT,306,left,GASOLINE,3000.0,4.0,1200000
Toyota,Land Cruiser,4WD,SUV,11,2013,1,178000,AT,235,left,DIESEL,4500.0,2.0,2400000
Chevrolet,Volt,FF,LIFTBACK,2,2016,0,30000,CVT,101,left,GASOLINE,1500.0,0.0,1639196
Toyota,Auris,FF,WAGON,0,2016,0,69100,AUTO,99,left,,1800.0,0.0,1448000
Mazda,Mazda3,FF,SEDAN,2,2012,1,169500,AT,105,left,GASOLINE,1600.0,4.0,790000
Suzuki,Swift,FF,HATCH,3,2010,1,150000,AUTO,102,left,GASOLINE,1500.0,5.0,470000
Nissan,Murano,4WD,SUV,2,2011,1,231000,CVT,249,left,GASOLINE,3500.0,3.0,1000000
SsangYong,Rexton,4WD,SUV,3,2013,0,143158,AUTO,165,left,DIESEL,2700.0,2.0,1050000
SsangYong,Actyon,FF,SUV,0,2011,0,159000,AUTO,175,left,DIESEL,1998.0,1.0,699900
Kia,Rio,FF,SEDAN,3,2016,1,120000,AT,107,left,GASOLINE,1400.0,3.0,570000
Audi,A6,FF,SEDAN,0,2021,0,0,AUTO,190,left,GASOLINE,1984.0,0.0,3799000
Infiniti,M25,RR,SEDAN,4,2010,0,170000,AUTO,222,left,GASOLINE,2500.0,7.0,1100000
Audi,A8,4WD,SEDAN,0,2021,0,0,AUTO,340,left,GASOLINE,2995.0,0.0,8819000
Mitsubishi,Pajero,4WD,SUV,2,1996,0,300000,MT,208,left,GASOLINE,3500.0,9.0,270000
BMW,X5,4WD,SUV,3,2015,0,137700,AT,306,left,GASOLINE,3000.0,3.0,2515000
Geely,MK Cross,FF,HATCH,1,2013,0,136351,MANUAL,94,left,GASOLINE,1500.0,2.0,216300
Nissan,Tiida,FF,SEDAN,1,2012,1,114280,MT,110,left,GASOLINE,1600.0,2.0,550000
Nissan,Navara,4WD,PICKUP,2,2008,0,325000,AT,174,left,DIESEL,2500.0,5.0,690000
Skoda,Yeti,FF,SUV,1,2015,1,110440,MANUAL,110,left,GASOLINE,1600.0,2.0,790000
Volkswagen,Polo,FF,SEDAN,5,2018,1,118000,MANUAL,90,left,GASOLINE,1600.0,1.0,650000
Mercedes-Benz,M-Class,4WD,SUV,3,2013,0,176000,AUTO,258,left,DIESEL,3000.0,3.0,2130000
Opel,Mokka,FF,SUV,1,2013,0,130000,MT,140,left,GASOLINE,1800.0,1.0,700000
Subaru,Legacy,4WD,WAGON,2,1996,0,250000,AUTO,135,left,GASOLINE,2200.0,7.0,130000
Nissan,NV200,FF,MINIVAN,1,2017,0,44000,AUTO,109,right,GASOLINE,1600.0,0.0,939999
Toyota,RAV4,4WD,SUV,4,2016,1,131000,CVT,146,left,GASOLINE,2000.0,1.0,1770000
Volkswagen,Tiguan,4WD,SUV,1,2010,0,155000,MT,,,,,,735000
Renault,Duster,4WD,SUV,2,2021,0,0,MT,109,left,DIESEL,1500.0,0.0,1578583
Renault,Duster,4WD,SUV,2,2021,0,0,CVT,149,left,GASOLINE,1300.0,0.0,1661684
Hyundai,i30,FF,HATCH,2,2012,0,130000,AUTO,130,left,GASOLINE,1600.0,0.0,685000
Nissan,X-Trail,4WD,SUV,3,2018,0,95718,AUTO,144,left,GASOLINE,2000.0,1.0,1649990
Audi,A6,FF,WAGON,2,2002,1,243000,MT,163,left,DIESEL,2500.0,3.0,340000
Toyota,Corolla,FF,SEDAN,10,2010,0,131047,MANUAL,101,left,GASOLINE,1300.0,4.0,599750
Nissan,Qashqai,FF,SUV,1,2012,1,124974,AUTO,117,left,GASOLINE,1600.0,5.0,800000
Toyota,Camry,FF,SEDAN,8,2013,0,230000,AT,148,left,GASOLINE,2000.0,2.0,1100000
Renault,Sandero,FF,HATCH,1,2011,0,148680,MANUAL,84,left,GASOLINE,1600.0,3.0,455000
Hyundai,Solaris,FF,SEDAN,1,2011,0,137000,AT,123,left,GASOLINE,1600.0,2.0,540000
Honda,Freed,FF,MINIVAN,1,2015,2,58000,CVT,118,right,GASOLINE,1500.0,0.0,939900
Nissan,Note,FF,HATCH,2,2017,1,66000,CVT,79,right,GASOLINE,1200.0,0.0,729900
Audi,A5,FF,LIFTBACK,1,2012,1,180000,CVT,170,left,GASOLINE,1800.0,0.0,1050000
Hyundai,Santa Fe,4WD,SUV,4,2019,0,59410,AT,200,left,DIESEL,2200.0,1.0,2549000
Mazda,CX-9,4WD,SUV,1,2008,0,206000,AT,277,left,GASOLINE,3700.0,5.0,748000
Ford,Tourneo Connect,FF,MINIVAN,2,2015,0,260500,MANUAL,95,left,DIESEL,1600.0,1.0,899000
Toyota,Prius,FF,SEDAN,1,2002,1,347707,AUTO,72,right,GASOLINE,1500.0,0.0,269000
Renault,Duster,4WD,SUV,1,2017,1,30532,MT,143,left,GASOLINE,2000.0,1.0,1099000
Volkswagen,Jetta,FF,SEDAN,6,2017,1,122000,AUTO,125,left,GASOLINE,1400.0,2.0,899000
Opel,Antara,4WD,SUV,1,2012,1,138791,AUTO,167,left,GASOLINE,2400.0,1.0,879000
Honda,Accord,FF,SEDAN,8,2008,0,212000,AUTO,201,left,GASOLINE,2400.0,4.0,724900
Chevrolet,Niva,4WD,SUV,1,2006,0,317000,MANUAL,80,left,GASOLINE,1700.0,6.0,199000
Chevrolet,Epica,FF,SEDAN,1,2011,1,250000,MANUAL,143,left,GASOLINE,2000.0,3.0,399000
Toyota,Verso,FF,MINIVAN,1,2011,0,170000,MT,147,left,GASOLINE,1800.0,1.0,637000
Volkswagen,Jetta,FF,SEDAN,0,2015,0,118956,MANUAL,87,left,GASOLINE,1600.0,2.0,652114
Volkswagen,Tiguan,4WD,SUV,1,2008,0,203000,MT,,,,,,570000
Lexus,RX270,FF,SUV,3,2014,1,78000,AT,188,left,GASOLINE,2700.0,3.0,2077000
Land Rover,Freelander,4WD,SUV,2,2009,0,296200,AT,160,left,DIESEL,2200.0,6.0,800000
Volkswagen,Polo,FF,SEDAN,5,2013,0,96000,AT,105,left,GASOLINE,1600.0,3.0,719000
Lexus,LX570,4WD,SUV,3,2012,0,143000,AUTO,367,left,GASOLINE,5700.0,5.0,2795000
BMW,X5,4WD,SUV,2,2008,0,185000,AT,272,left,GASOLINE,3000.0,5.0,900000
Suzuki,Wagon R Wide,FF,HATCH,1,1998,0,174000,AUTO,70,right,GASOLINE,1000.0,0.0,175000
BMW,1-Series,FR,HATCH,2,2012,0,218000,AT,136,left,GASOLINE,1600.0,6.0,750000
Suzuki,SX4,4WD,HATCH,0,2012,0,59350,AUTO,111,left,GASOLINE,1490.0,2.0,694000
Opel,Zafira Life,FF,MINIVAN,1,2021,0,0,AT,150,left,DIESEL,2000.0,0.0,3399900
Mitsubishi,Pajero Sport,4WD,SUV,2,2013,0,166678,AUTO,178,left,DIESEL,2500.0,3.0,1499000
Land Rover,Range Rover,4WD,SUV,3,2008,1,268000,AT,396,left,GASOLINE,4200.0,3.0,800000
Hyundai,Santa Fe,4WD,SUV,3,2012,0,128000,AT,197,left,DIESEL,2200.0,2.0,1550000
Renault,Logan,FF,SEDAN,2,2018,0,85100,MANUAL,82,left,GASOLINE,1600.0,2.0,570000
Renault,Sandero Stepway,FF,HATCH,2,2017,0,23066,MANUAL,102,left,GASOLINE,1600.0,2.0,660000
Kia,Rio,FF,HATCH,3,2015,1,119000,AT,123,left,GASOLINE,1600.0,4.0,800000
Volkswagen,Touareg,4WD,SUV,1,2007,1,170000,AT,280,left,GASOLINE,3600.0,6.0,610000
Skoda,Yeti,FF,SUV,1,2011,0,164000,AUTO,105,left,GASOLINE,1200.0,2.0,570000
Nissan,Maxima,FF,SEDAN,5,2001,0,273000,AT,140,left,GASOLINE,2000.0,13.0,355000
Toyota,Land Cruiser,4WD,SUV,11,2008,0,380000,AT,235,left,DIESEL,4500.0,8.0,2299000
Honda,Stepwgn,FF,MINIVAN,4,2011,0,185000,AUTO,150,right,GASOLINE,2000.0,0.0,1100000
Opel,Mokka,4WD,SUV,1,2013,0,81000,AT,140,left,GASOLINE,1800.0,1.0,869000
Honda,Accord,FF,SEDAN,10,2017,0,27000,AT,252,left,GASOLINE,2000.0,2.0,2400000
Ford,Focus,FF,SEDAN,2,2007,-1,220000,MANUAL,145,left,GASOLINE,2000.0,4.0,300000
FAW,Besturn X80,FF,SUV,1,2020,1,0,AT,142,left,GASOLINE,2000.0,0.0,1529000
FAW,Besturn X80,FF,SUV,1,2020,1,0,MT,142,left,GASOLINE,2000.0,0.0,1418000
FAW,Besturn X80,FF,SUV,1,2020,1,0,AT,142,left,GASOLINE,2000.0,0.0,1529000
FAW,Besturn X80,FF,SUV,1,2020,1,0,MT,142,left,GASOLINE,2000.0,0.0,1308000
Opel,Insignia,4WD,LIFTBACK,1,2013,0,165000,AUTO,249,left,GASOLINE,2000.0,3.0,799900
Mercedes-Benz,M-Class,4WD,SUV,0,2013,0,150000,AUTO,258,left,DIESEL,2987.0,2.0,2059500
Nissan,X-Trail,4WD,SUV,3,2016,0,75000,CVT,144,left,GASOLINE,2000.0,1.0,1400000
Mercedes-Benz,GL-Class,4WD,SUV,1,2006,0,170000,AUTO,340,left,GASOLINE,4700.0,1.0,870000
Opel,Astra,FF,HATCH,4,2012,0,151910,AT,140,left,GASOLINE,1400.0,2.0,565000
Volkswagen,Passat,FF,SEDAN,7,2012,0,152000,AUTO,124,left,GASOLINE,1400.0,4.0,780000
Volkswagen,Passat,FF,SEDAN,5,1997,0,250000,MT,125,left,GASOLINE,1800.0,0.0,180000
Mazda,CX-5,4WD,SUV,1,2014,0,136000,AUTO,150,left,GASOLINE,2000.0,2.0,1350000
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,0.0,2149900
Subaru,R2,FF,HATCH,1,2008,2,125000,AUTO,46,right,GASOLINE,700.0,0.0,209000
Citroen,DS3,FF,HATCH_3DR,1,2010,0,195000,AUTO,120,left,GASOLINE,1600.0,2.0,395000
Peugeot,307,FF,HATCH,1,2005,0,277000,AUTO,109,left,GASOLINE,1600.0,5.0,220000
Suzuki,SX4,FF,SUV,2,2021,1,0,AT,117,left,GASOLINE,1600.0,0.0,1997000
Audi,A8,4WD,SEDAN,2,2003,0,250000,AT,335,left,GASOLINE,4200.0,7.0,450000
Toyota,Avensis,FF,WAGON,3,2016,2,63200,MANUAL,143,left,DIESEL,2000.0,0.0,1479000
Lifan,Murman,FF,SEDAN,1,2017,0,62000,MT,128,left,GASOLINE,1800.0,2.0,730000
Toyota,Passo,FF,HATCH,2,2014,0,78323,AUTO,69,right,GASOLINE,1000.0,0.0,555000
Suzuki,SX4,FF,HATCH,1,2014,1,105600,MT,112,left,GASOLINE,1600.0,1.0,756000
Daihatsu,Move,FF,HATCH,6,2015,0,19000,CVT,52,right,GASOLINE,700.0,0.0,570000
Porsche,Taycan,4WD,SEDAN,1,2021,0,0,SSR,530,left,ELECTRO,0.0,0.0,11102483
Mitsubishi,Pajero Sport,4WD,SUV,3,2018,0,113010,AUTO,181,left,DIESEL,2400.0,1.0,2519990
Peugeot,308,FF,HATCH,1,2010,0,174556,AUTO,120,left,GASOLINE,1600.0,3.0,387000
Chery,Tiggo 8 Pro,FF,SUV,1,2021,0,0,SAT,186,left,GASOLINE,1600.0,0.0,2349900
Chery,Tiggo 4,FF,SUV,1,2021,1,0,CVT,122,left,GASOLINE,2000.0,0.0,1369900
Suzuki,Jimny,4WD,SUV_3DR,3,2001,0,90000,AUTO,64,right,GASOLINE,700.0,0.0,380000
Chrysler,300C,FR,SEDAN,1,2006,0,110000,AT,193,left,GASOLINE,2700.0,3.0,655000
Subaru,Leone,4WD,WAGON,-1,1982,-1,220000,MANUAL,90,left,GASOLINE,1500.0,5.0,209000
Volkswagen,Golf,FF,HATCH,6,2011,0,209000,MT,122,left,GASOLINE,1400.0,3.0,550000
Renault,Duster,4WD,SUV,1,2015,1,75000,MT,114,left,GASOLINE,1600.0,1.0,750000
Nissan,Patrol,4WD,SUV,5,2009,2,286000,AT,160,left,DIESEL,3000.0,6.0,1450000
Toyota,Camry,FF,SEDAN,7,2010,1,150000,AUTO,167,left,GASOLINE,2400.0,3.0,849900
Mercedes-Benz,M-Class,4WD,SUV,2,2007,0,240000,AT,306,left,DIESEL,4000.0,4.0,1195000
Kia,Optima,FF,SEDAN,4,2018,1,52900,AUTO,150,left,GASOLINE,2000.0,3.0,1670000
Opel,Combo,FF,MINIVAN,5,2021,0,0,MT,90,left,DIESEL,1600.0,0.0,1468000
BMW,5-Series,RR,SEDAN,6,2014,1,69145,AUTO,184,left,GASOLINE,2000.0,4.0,1799000
Land Rover,Discovery,4WD,SUV,4,2012,0,194000,AUTO,190,left,DIESEL,2700.0,4.0,1399000
Chevrolet,Niva,4WD,SUV,1,2018,1,86800,MANUAL,80,left,GASOLINE,1700.0,1.0,554000
Nissan,Leaf,FF,HATCH,1,2014,0,111000,SSR,109,left,ELECTRO,0.0,0.0,959196
Chevrolet,Niva,4WD,SUV,1,2016,1,45039,MT,80,left,GASOLINE,1700.0,1.0,529000
BMW,X3,4WD,SUV,2,2015,1,66691,AT,245,left,GASOLINE,2000.0,3.0,1599000
BMW,X6,4WD,SUV,2,2018,0,115587,AUTO,249,left,DIESEL,3000.0,1.0,3569000
Dodge,Stratus,FF,SEDAN,1,2000,0,166000,AUTO,155,left,GASOLINE,2400.0,8.0,80000
Opel,Astra,FF,WAGON,4,2012,1,270000,MT,140,left,GASOLINE,1400.0,3.0,510000
Toyota,Land Cruiser,4WD,SUV,10,1998,0,276997,AUTO,235,left,GASOLINE,4700.0,11.0,799000
Nissan,NP300,4WD,PICKUP,1,2012,0,121000,MANUAL,133,left,DIESEL,2488.0,1.0,733000
Toyota,Town Ace,4WD,MINIVAN,2,1995,3,354000,MANUAL,73,right,DIESEL,2000.0,0.0,195000
Skoda,Octavia,FF,LIFTBACK,2,2011,1,250000,MT,152,left,GASOLINE,1800.0,5.0,542000
Toyota,Voxy,FF,MINIVAN,3,2015,0,111000,CVT,152,right,GASOLINE,2000.0,0.0,1429500
Land Rover,Range Rover,4WD,SUV,3,2008,1,245000,AT,396,left,GASOLINE,4200.0,10.0,880000
Land Rover,Range Rover,4WD,SUV,4,2013,0,170000,AUTO,339,left,DIESEL,4400.0,6.0,3630000
Toyota,Land Cruiser,4WD,SUV,11,2013,1,123000,AT,235,left,DIESEL,4500.0,3.0,3100000
Toyota,Camry,FF,SEDAN,8,2016,1,136000,AUTO,150,left,GASOLINE,2000.0,3.0,1400000
Suzuki,Vitara,FF,SUV,4,2021,1,0,MT,117,left,GASOLINE,1600.0,0.0,1734988
Suzuki,Vitara,FF,SUV,4,2021,1,0,MT,117,left,GASOLINE,1600.0,0.0,1712888
Chevrolet,Captiva,4WD,SUV,1,2010,0,118000,MANUAL,136,left,GASOLINE,2400.0,4.0,600000
Mitsubishi,ASX,FF,SUV,1,2021,3,0,MT,117,left,GASOLINE,1600.0,0.0,1899306
Nissan,Almera,FF,SEDAN,3,2015,0,175000,MT,102,left,GASOLINE,1600.0,3.0,320000
Toyota,Corona,FF,SEDAN,10,1995,1,380000,AUTO,90,right,DIESEL,2000.0,0.0,210000
Suzuki,Vitara,FF,SUV,4,2021,1,0,MT,117,left,GASOLINE,1600.0,0.0,1594950
Kia,Soul,FF,SUV,3,2019,0,40078,AUTO,150,left,GASOLINE,2000.0,1.0,1460414
Toyota,Land Cruiser,4WD,SUV,10,2004,1,345176,AT,238,left,GASOLINE,4700.0,5.0,1210000
Infiniti,FX50,4WD,SUV,2,2009,0,164000,AT,400,left,GASOLINE,5000.0,7.0,1120000
Infiniti,JX35,4WD,SUV,1,2013,0,166000,CVT,262,left,GASOLINE,3500.0,3.0,1590000
Geely,MK,FF,SEDAN,1,2010,0,112788,MANUAL,94,left,GASOLINE,1500.0,2.0,125114
Renault,Duster,4WD,SUV,2,2021,0,0,MT,109,left,DIESEL,1500.0,0.0,1486558
Renault,Duster,4WD,SUV,2,2021,0,0,CVT,149,left,GASOLINE,1300.0,0.0,1651193
Renault,Kaptur,FF,SUV,1,2021,1,0,CVT,149,left,GASOLINE,1300.0,0.0,1722772
Renault,Duster,4WD,SUV,2,2021,0,0,MT,149,left,GASOLINE,1300.0,0.0,1689193
Audi,80,FF,SEDAN,3,1988,0,500000,MANUAL,90,left,GASOLINE,1800.0,8.0,75000
Jeep,Grand Cherokee,4WD,SUV,4,2021,2,0,AUTO,238,left,GASOLINE,3000.0,0.0,5341525
Audi,A4,FF,WAGON,1,1999,2,125000,AT,125,left,GASOLINE,1800.0,3.0,220000
Renault,Sandero Stepway,FF,HATCH,2,2021,1,0,MT,113,left,GASOLINE,1600.0,0.0,1035062
Renault,Logan,FF,SEDAN,1,2013,1,170600,MANUAL,75,left,GASOLINE,1400.0,1.0,265000
Toyota,Corolla,FF,SEDAN,10,2011,1,193000,AT,124,left,GASOLINE,1600.0,1.0,845000
Volvo,S60,FF,SEDAN,2,2011,0,230000,AUTO,115,left,GASOLINE,1600.0,4.0,840000
Mitsubishi,Eclipse Cross,FF,SUV,1,2018,0,30000,AUTO,150,left,GASOLINE,1500.0,1.0,1500000
Mitsubishi,Montero Sport,4WD,SUV,1,2001,1,689800,AUTO,177,left,GASOLINE,3000.0,7.0,299000
Renault,Logan,FF,SEDAN,1,2013,1,131000,MANUAL,75,left,GASOLINE,1400.0,2.0,335000
